player_id,player,position,team,conference,category,stat_type,stat
118214,Cody Davis,S,Texas Tech,Big 12,interceptions,AVG,29.3
118214,Cody Davis,S,Texas Tech,Big 12,interceptions,INT,3
118214,Cody Davis,S,Texas Tech,Big 12,interceptions,TD,1
118214,Cody Davis,S,Texas Tech,Big 12,interceptions,YDS,88
236810,Joe Vellano,DL,Maryland,ACC,interceptions,AVG,4.0
236810,Joe Vellano,DL,Maryland,ACC,interceptions,INT,1
236810,Joe Vellano,DL,Maryland,ACC,interceptions,TD,0
236810,Joe Vellano,DL,Maryland,ACC,interceptions,YDS,4
237158,Marcus Green,TE,Mississippi State,SEC,receiving,LONG,30
237158,Marcus Green,TE,Mississippi State,SEC,receiving,REC,19
237158,Marcus Green,TE,Mississippi State,SEC,receiving,TD,6
237158,Marcus Green,TE,Mississippi State,SEC,receiving,YDS,215
237158,Marcus Green,TE,Mississippi State,SEC,receiving,YPR,11.3
242036,Zach Sudfeld,TE,Nevada,Mountain West,receiving,LONG,47
242036,Zach Sudfeld,TE,Nevada,Mountain West,receiving,REC,45
242036,Zach Sudfeld,TE,Nevada,Mountain West,receiving,TD,8
242036,Zach Sudfeld,TE,Nevada,Mountain West,receiving,YDS,598
242036,Zach Sudfeld,TE,Nevada,Mountain West,receiving,YPR,13.3
242036,Zach Sudfeld,TE,Nevada,Mountain West,rushing,CAR,0
242036,Zach Sudfeld,TE,Nevada,Mountain West,rushing,LONG,0
242036,Zach Sudfeld,TE,Nevada,Mountain West,rushing,TD,1
242036,Zach Sudfeld,TE,Nevada,Mountain West,rushing,YDS,0
242036,Zach Sudfeld,TE,Nevada,Mountain West,rushing,YPC,0
377686,Kevin Dorsey,WR,Maryland,ACC,receiving,LONG,42
377686,Kevin Dorsey,WR,Maryland,ACC,receiving,REC,18
377686,Kevin Dorsey,WR,Maryland,ACC,receiving,TD,4
377686,Kevin Dorsey,WR,Maryland,ACC,receiving,YDS,311
377686,Kevin Dorsey,WR,Maryland,ACC,receiving,YPR,17.3
377699,Arthur Brown,LB,Kansas State,Big 12,interceptions,AVG,18.5
377699,Arthur Brown,LB,Kansas State,Big 12,interceptions,INT,2
377699,Arthur Brown,LB,Kansas State,Big 12,interceptions,TD,1
377699,Arthur Brown,LB,Kansas State,Big 12,interceptions,YDS,37
377845,Landry Jones,QB,Oklahoma,Big 12,passing,ATT,555
377845,Landry Jones,QB,Oklahoma,Big 12,passing,COMPLETIONS,367
377845,Landry Jones,QB,Oklahoma,Big 12,passing,INT,11
377845,Landry Jones,QB,Oklahoma,Big 12,passing,PCT,0.661
377845,Landry Jones,QB,Oklahoma,Big 12,passing,TD,30
377845,Landry Jones,QB,Oklahoma,Big 12,passing,YDS,4267
377845,Landry Jones,QB,Oklahoma,Big 12,passing,YPA,7.7
377845,Landry Jones,QB,Oklahoma,Big 12,rushing,CAR,14
377845,Landry Jones,QB,Oklahoma,Big 12,rushing,LONG,5
377845,Landry Jones,QB,Oklahoma,Big 12,rushing,TD,0
377845,Landry Jones,QB,Oklahoma,Big 12,rushing,YDS,-110
377845,Landry Jones,QB,Oklahoma,Big 12,rushing,YPC,-7.9
377859,Tress Way,P,Oklahoma,Big 12,punting,In 20,0
377859,Tress Way,P,Oklahoma,Big 12,punting,LONG,75
377859,Tress Way,P,Oklahoma,Big 12,punting,NO,53
377859,Tress Way,P,Oklahoma,Big 12,punting,TB,0
377859,Tress Way,P,Oklahoma,Big 12,punting,YDS,2340
377859,Tress Way,P,Oklahoma,Big 12,punting,YPP,44.2
377883,Jake Stoneburner,TE,Ohio State,Big Ten,receiving,LONG,72
377883,Jake Stoneburner,TE,Ohio State,Big Ten,receiving,REC,16
377883,Jake Stoneburner,TE,Ohio State,Big Ten,receiving,TD,4
377883,Jake Stoneburner,TE,Ohio State,Big Ten,receiving,YDS,269
377883,Jake Stoneburner,TE,Ohio State,Big Ten,receiving,YPR,16.8
377894,Michael Mauti,LB,Penn State,Big Ten,interceptions,AVG,41.7
377894,Michael Mauti,LB,Penn State,Big Ten,interceptions,INT,3
377894,Michael Mauti,LB,Penn State,Big Ten,interceptions,TD,0
377894,Michael Mauti,LB,Penn State,Big Ten,interceptions,YDS,125
377964,Travis Kelce,TE,Cincinnati,Big East,passing,ATT,1
377964,Travis Kelce,TE,Cincinnati,Big East,passing,COMPLETIONS,1
377964,Travis Kelce,TE,Cincinnati,Big East,passing,INT,0
377964,Travis Kelce,TE,Cincinnati,Big East,passing,PCT,1.000
377964,Travis Kelce,TE,Cincinnati,Big East,passing,TD,1
377964,Travis Kelce,TE,Cincinnati,Big East,passing,YDS,39
377964,Travis Kelce,TE,Cincinnati,Big East,passing,YPA,39.0
377964,Travis Kelce,TE,Cincinnati,Big East,receiving,LONG,83
377964,Travis Kelce,TE,Cincinnati,Big East,receiving,REC,45
377964,Travis Kelce,TE,Cincinnati,Big East,receiving,TD,8
377964,Travis Kelce,TE,Cincinnati,Big East,receiving,YDS,722
377964,Travis Kelce,TE,Cincinnati,Big East,receiving,YPR,16.0
377977,George Winn,RB,Cincinnati,Big East,passing,ATT,1
377977,George Winn,RB,Cincinnati,Big East,passing,COMPLETIONS,1
377977,George Winn,RB,Cincinnati,Big East,passing,INT,0
377977,George Winn,RB,Cincinnati,Big East,passing,PCT,1.000
377977,George Winn,RB,Cincinnati,Big East,passing,TD,1
377977,George Winn,RB,Cincinnati,Big East,passing,YDS,37
377977,George Winn,RB,Cincinnati,Big East,passing,YPA,37.0
377977,George Winn,RB,Cincinnati,Big East,receiving,LONG,30
377977,George Winn,RB,Cincinnati,Big East,receiving,REC,15
377977,George Winn,RB,Cincinnati,Big East,receiving,TD,0
377977,George Winn,RB,Cincinnati,Big East,receiving,YDS,128
377977,George Winn,RB,Cincinnati,Big East,receiving,YPR,8.5
377977,George Winn,RB,Cincinnati,Big East,rushing,CAR,243
377977,George Winn,RB,Cincinnati,Big East,rushing,LONG,58
377977,George Winn,RB,Cincinnati,Big East,rushing,TD,13
377977,George Winn,RB,Cincinnati,Big East,rushing,YDS,1334
377977,George Winn,RB,Cincinnati,Big East,rushing,YPC,5.5
378014,Johnny Adams,CB,Michigan State,Big Ten,interceptions,AVG,3.7
378014,Johnny Adams,CB,Michigan State,Big Ten,interceptions,INT,3
378014,Johnny Adams,CB,Michigan State,Big Ten,interceptions,TD,0
378014,Johnny Adams,CB,Michigan State,Big Ten,interceptions,YDS,11
378014,Johnny Adams,CB,Michigan State,Big Ten,puntReturns,AVG,6.0
378014,Johnny Adams,CB,Michigan State,Big Ten,puntReturns,LONG,6
378014,Johnny Adams,CB,Michigan State,Big Ten,puntReturns,NO,1
378014,Johnny Adams,CB,Michigan State,Big Ten,puntReturns,TD,0
378014,Johnny Adams,CB,Michigan State,Big Ten,puntReturns,YDS,6
378226,Tavarres King,?,Georgia,SEC,receiving,LONG,75
378226,Tavarres King,?,Georgia,SEC,receiving,REC,42
378226,Tavarres King,?,Georgia,SEC,receiving,TD,9
378226,Tavarres King,?,Georgia,SEC,receiving,YDS,950
378226,Tavarres King,?,Georgia,SEC,receiving,YPR,22.6
378226,Tavarres King,?,Georgia,SEC,rushing,CAR,1
378226,Tavarres King,?,Georgia,SEC,rushing,LONG,0
378226,Tavarres King,?,Georgia,SEC,rushing,TD,0
378226,Tavarres King,?,Georgia,SEC,rushing,YDS,0
378226,Tavarres King,?,Georgia,SEC,rushing,YPC,0.0
378311,Corey Fuller,TE,TCU,Big 12,receiving,LONG,35
378311,Corey Fuller,TE,TCU,Big 12,receiving,REC,7
378311,Corey Fuller,TE,TCU,Big 12,receiving,TD,1
378311,Corey Fuller,TE,TCU,Big 12,receiving,YDS,80
378311,Corey Fuller,TE,TCU,Big 12,receiving,YPR,11.4
378361,Jamar Taylor,CB,Boise State,Mountain West,interceptions,AVG,13.5
378361,Jamar Taylor,CB,Boise State,Mountain West,interceptions,INT,4
378361,Jamar Taylor,CB,Boise State,Mountain West,interceptions,TD,0
378361,Jamar Taylor,CB,Boise State,Mountain West,interceptions,YDS,54
378559,Lavar Edwards,DE,LSU,SEC,interceptions,AVG,23.0
378559,Lavar Edwards,DE,LSU,SEC,interceptions,INT,1
378559,Lavar Edwards,DE,LSU,SEC,interceptions,TD,1
378559,Lavar Edwards,DE,LSU,SEC,interceptions,YDS,23
378619,Caleb Sturgis,PK,Florida,SEC,kicking,FGA,27
378619,Caleb Sturgis,PK,Florida,SEC,kicking,FGM,24
378619,Caleb Sturgis,PK,Florida,SEC,kicking,LONG,51
378619,Caleb Sturgis,PK,Florida,SEC,kicking,PCT,0.889
378619,Caleb Sturgis,PK,Florida,SEC,kicking,PTS,106
378619,Caleb Sturgis,PK,Florida,SEC,kicking,XPA,35
378619,Caleb Sturgis,PK,Florida,SEC,kicking,XPM,34
379307,Kiko Alonso,LB,Oregon,Pac-12,interceptions,AVG,15.5
379307,Kiko Alonso,LB,Oregon,Pac-12,interceptions,INT,4
379307,Kiko Alonso,LB,Oregon,Pac-12,interceptions,TD,0
379307,Kiko Alonso,LB,Oregon,Pac-12,interceptions,YDS,62
379309,Kenjon Barner,RB,Oregon,Pac-12,receiving,LONG,48
379309,Kenjon Barner,RB,Oregon,Pac-12,receiving,REC,20
379309,Kenjon Barner,RB,Oregon,Pac-12,receiving,TD,2
379309,Kenjon Barner,RB,Oregon,Pac-12,receiving,YDS,256
379309,Kenjon Barner,RB,Oregon,Pac-12,receiving,YPR,12.8
379309,Kenjon Barner,RB,Oregon,Pac-12,rushing,CAR,278
379309,Kenjon Barner,RB,Oregon,Pac-12,rushing,LONG,80
379309,Kenjon Barner,RB,Oregon,Pac-12,rushing,TD,21
379309,Kenjon Barner,RB,Oregon,Pac-12,rushing,YDS,1767
379309,Kenjon Barner,RB,Oregon,Pac-12,rushing,YPC,6.4
379316,Mychal Rivera,TE,Tennessee,SEC,kickReturns,AVG,3.5
379316,Mychal Rivera,TE,Tennessee,SEC,kickReturns,LONG,4
379316,Mychal Rivera,TE,Tennessee,SEC,kickReturns,NO,2
379316,Mychal Rivera,TE,Tennessee,SEC,kickReturns,TD,0
379316,Mychal Rivera,TE,Tennessee,SEC,kickReturns,YDS,7
379316,Mychal Rivera,TE,Tennessee,SEC,receiving,LONG,62
379316,Mychal Rivera,TE,Tennessee,SEC,receiving,REC,36
379316,Mychal Rivera,TE,Tennessee,SEC,receiving,TD,5
