player_id,player,position,team,conference,category,stat_type,stat
123339,Ryan Donahue,P,Iowa,Big Ten,punting,In 20,0
123339,Ryan Donahue,P,Iowa,Big Ten,punting,LONG,82
123339,Ryan Donahue,P,Iowa,Big Ten,punting,NO,86
123339,Ryan Donahue,P,Iowa,Big Ten,punting,TB,0
123339,Ryan Donahue,P,Iowa,Big Ten,punting,YDS,3533
123339,Ryan Donahue,P,Iowa,Big Ten,punting,YPP,41.1
136743,Spencer Larsen,WR,Arizona,Pac-10,interceptions,AVG,3.0
136743,Spencer Larsen,WR,Arizona,Pac-10,interceptions,INT,1
136743,Spencer Larsen,WR,Arizona,Pac-10,interceptions,TD,0
136743,Spencer Larsen,WR,Arizona,Pac-10,interceptions,YDS,3
138728,Tyler Smith,RB,Rice,Conference USA,rushing,CAR,4
138728,Tyler Smith,RB,Rice,Conference USA,rushing,LONG,6
138728,Tyler Smith,RB,Rice,Conference USA,rushing,TD,0
138728,Tyler Smith,RB,Rice,Conference USA,rushing,YDS,6
138728,Tyler Smith,RB,Rice,Conference USA,rushing,YPC,1.5
148058,Mike Jones,LB,Western Michigan,Mid-American,kicking,FGA,15
148058,Mike Jones,LB,Western Michigan,Mid-American,kicking,FGM,11
148058,Mike Jones,LB,Western Michigan,Mid-American,kicking,LONG,45
148058,Mike Jones,LB,Western Michigan,Mid-American,kicking,PCT,0.733
148058,Mike Jones,LB,Western Michigan,Mid-American,kicking,PTS,53
148058,Mike Jones,LB,Western Michigan,Mid-American,kicking,XPA,36
148058,Mike Jones,LB,Western Michigan,Mid-American,kicking,XPM,31
148058,Mike Jones,LB,Western Michigan,Mid-American,punting,In 20,0
148058,Mike Jones,LB,Western Michigan,Mid-American,punting,LONG,30
148058,Mike Jones,LB,Western Michigan,Mid-American,punting,NO,2
148058,Mike Jones,LB,Western Michigan,Mid-American,punting,TB,0
148058,Mike Jones,LB,Western Michigan,Mid-American,punting,YDS,51
148058,Mike Jones,LB,Western Michigan,Mid-American,punting,YPP,25.5
148058,Mike Jones,LB,Western Michigan,Mid-American,rushing,CAR,1
148058,Mike Jones,LB,Western Michigan,Mid-American,rushing,LONG,0
148058,Mike Jones,LB,Western Michigan,Mid-American,rushing,TD,0
148058,Mike Jones,LB,Western Michigan,Mid-American,rushing,YDS,-9
148058,Mike Jones,LB,Western Michigan,Mid-American,rushing,YPC,-9.0
