Year,Team,PlayerID,Player,Position,AV
2025,cle,AverTr01,Tre Avery,CB,1
2025,cle,BakeJe00,Jerome Baker,LB,3
2025,cle,BateBr00,Brenden Bates,TE,0
2025,cle,BernJa01,Jarrick Bernard-Converse,CB,0
2025,cle,BitoJo00,Joel Bitonio,G,4
2025,cle,BojoCo00,Corey Bojorquez,P,2
2025,cle,BondIs00,Isaiah Bond,WR,3
2025,cle,BushDe01,Devin Bush Jr.,LB,10
2025,cle,CampTy01,Tyson Campbell,CB,5
2025,cle,CannSa00,Sal Cannella,TE,0
2025,cle,CartDe02,DeAndre Carter,WR,0
2025,cle,CollMa00,Maliek Collins,DT,6
2025,cle,ConkJa00,Jack Conklin,T,2
2025,cle,CoopKe00,Keith Cooper Jr.,DT,0
2025,cle,CorlMa00,Malachi Corley,WR,1
2025,cle,DaviKa02,Kaden Davis,WR,0
2025,cle,DellGa00,Garrett Dellinger,G,0
2025,cle,DelpGr00,Grant Delpit,S,7
2025,cle,DiabMo00,Mohamoud Diabate,LB,4
2025,cle,EdmoCh01,Chris Edmonds,S,1
2025,cle,FannHa00,Harold Fannin,TE,5
2025,cle,FlacJo00,Joe Flacco,QB,-2
2025,cle,FordJe00,Jerome Ford,RB,1
2025,cle,GabrDi00,Dillon Gabriel,QB,0
2025,cle,GarrMy00,Myles Garrett,DE,19
2025,cle,GrahMa00,Mason Graham,DT,8
2025,cle,GreeKe02,Kendrick Green,OL,0
2025,cle,HallMi00,Michael Hall,DT,1
2025,cle,HardMy00,Myles Harden,CB,3
2025,cle,HarrSh00,Shelby Harris,DT,3
2025,cle,HenrKJ00,K.J. Henry,DE,0
2025,cle,HickRo00,Ronnie Hickman,S,7
2025,cle,HuntAd00,Adin Huntington,DT,1
2025,cle,HursMa00,Maurice Hurst Jr.,DT,0
2025,cle,JenkRa00,Rayshawn Jenkins,S,2
2025,cle,JenkTe00,Teven Jenkins,G,2
2025,cle,JeudJe00,Jerry Jeudy,WR,4
2025,cle,JoneDa07,Dawand Jones,T,1
2025,cle,JoneDo03,Dom Jones,CB,0
2025,cle,JudkQu00,Quinshon Judkins,RB,4
2025,cle,KamaSa00,Sam Kamara,DT,1
2025,cle,KazeDa00,Damontae Kazee,FS,0
2025,cle,LarvGa00,Gage Larvadain,WR,1
2025,cle,LeveKT00,KT Leveston,OT,2
2025,cle,LucaCo01,Cornelius Lucas,T,2
2025,cle,MascEa00,Easton Mascarenas-Arnold,LB,2
2025,cle,McGrCa00,Cameron McGrone,LB,0
2025,cle,McGuIs00,Isaiah McGuire,DE,4
2025,cle,McMiDo00,Donovan McMillon,S,1
2025,cle,MitcCa01,Cameron Mitchell,CB,0
2025,cle,NewsGr00,Greg Newsome II,CB,2
2025,cle,NjokDa00,David Njoku,TE,2
2025,cle,PociEt00,Ethan Pocic,C,3
2025,cle,RobiCa00,Cam Robinson,OT,4
2025,cle,RossDA03,D'Angelo Ross,CB,0
2025,cle,SampDy00,Dylan Sampson,RB,3
2025,cle,SandRa00,Raheim Sanders,RB,1
2025,cle,SandSh00,Shedeur Sanders,QB,2
2025,cle,SchwCa00,Carson Schwesinger,LB,8
2025,cle,SunaRe00,Rex Sunahara,LS,1
2025,cle,SzmyAn00,Andre Szmyt,K,4
2025,cle,TellWy00,Wyatt Teller,G,3
2025,cle,ThomCa03,Cameron Thomas,DE,1
2025,cle,ThraJa01,Jamari Thrash,WR,1
2025,cle,TillCe01,Cedric Tillman,WR,2
2025,cle,TryoJo00,Joe Tryon-Shoyinka,DE,1
2025,cle,UlofEd00,Edefuan Ulofoshio,LB,0
2025,cle,WardDe02,Denzel Ward,CB,9
2025,cle,WebbSa00,Sam Webb,CB,2
2025,cle,WhitBl01,Blake Whiteheart,TE,0
2025,cle,WillTr06,Trayveon Williams,RB,1
2025,cle,WrigAl01,Alex Wright,DE,5
2025,cle,WyplLu00,Luke Wypler,C,2
2025,cle,ZintZa00,Zak Zinter,G,0
2025,rav,AlexJa00,Jaire Alexander,CB,0
2025,rav,AlixRa00,Rasheen Ali,RB,1
2025,rav,AndrMa00,Mark Andrews,TE,5
2025,rav,AwuzCh00,Chidobe Awuzie,CB,2
2025,rav,BateRa00,Rashod Bateman,WR,2
2025,rav,BryaTa00,Taven Bryan,DT,0
2025,rav,BuchTe00,Teddye Buchanan,LB,5
2025,rav,BullCo00,Corey Bullock,OT,1
2025,rav,ClevBe00,Ben Cleveland,G,1
2025,rav,FaalDa00,Daniel Faalele,G,7
2025,rav,FlowZa00,Zay Flowers,WR,14
2025,rav,GilmAl00,Alohi Gilman,S,4
2025,rav,GreeMi02,Mike Green,OLB,2
2025,rav,HamiKy00,Kyle Hamilton,S,10
2025,rav,HenrDe00,Derrick Henry,RB,13
2025,rav,HiggJa01,Jay Higgins,LB,1
2025,rav,HillJu00,Justice Hill,RB,2
2025,rav,HopkDe00,DeAndre Hopkins,WR,4
2025,rav,HummJa00,Jake Hummel,LB,1
2025,rav,HumpMa00,Marlon Humphrey,CB,5
2025,rav,HuntTy01,Tyler Huntley,QB,3
2025,rav,JackKe03,Keondre Jackson,S,1
2025,rav,JackLa00,Lamar Jackson,QB,13
2025,rav,JenkJo00,John Jenkins,DT,6
2025,rav,JoneCa05,Carl Jones,LB,0
2025,rav,JoneDr00,Dre'Mont Jones,DE,4
2025,rav,JoneEm02,Emery Jones,T,0
2025,rav,JoneTr00,Travis Jones,DL,7
2025,rav,KaneSa00,Sanoussi Kane,S,0
2025,rav,KolaCh00,Charlie Kolar,TE,2
2025,rav,KwenWi00,William Kwenkeu,LB,0
2025,rav,LawsCa00,Carl Lawson,DE,0
2025,rav,LikeIs00,Isaiah Likely,TE,3
2025,rav,LindTy00,Tyler Linderbaum,C,10
2025,rav,LoopTy00,Tyler Loop,K,3
2025,rav,LoweRe00,Reuben Lowery,S,0
2025,rav,MaduJu00,Nnamdi Madubuike,DL,1
2025,rav,MartCh02,Chandler Martin,LB,0
2025,rav,MartKe03,Keyon Martin,CB,1
