player_id,player,position,team,conference,category,stat_type,stat
27200,Michael Johnson,WR,UNLV,Mountain West,puntReturns,AVG,1.5
27200,Michael Johnson,WR,UNLV,Mountain West,puntReturns,LONG,16
27200,Michael Johnson,WR,UNLV,Mountain West,puntReturns,NO,6
27200,Michael Johnson,WR,UNLV,Mountain West,puntReturns,TD,0
27200,Michael Johnson,WR,UNLV,Mountain West,puntReturns,YDS,9
27200,Michael Johnson,WR,UNLV,Mountain West,rushing,CAR,3
27200,Michael Johnson,WR,UNLV,Mountain West,rushing,LONG,8
27200,Michael Johnson,WR,UNLV,Mountain West,rushing,TD,0
27200,Michael Johnson,WR,UNLV,Mountain West,rushing,YDS,12
27200,Michael Johnson,WR,UNLV,Mountain West,rushing,YPC,4.0
123339,Ryan Donahue,P,Iowa,Big Ten,punting,In 20,0
123339,Ryan Donahue,P,Iowa,Big Ten,punting,LONG,64
123339,Ryan Donahue,P,Iowa,Big Ten,punting,NO,50
123339,Ryan Donahue,P,Iowa,Big Ten,punting,TB,0
123339,Ryan Donahue,P,Iowa,Big Ten,punting,YDS,2078
123339,Ryan Donahue,P,Iowa,Big Ten,punting,YPP,41.6
156974,Dennis Pitta,TE,BYU,Mountain West,receiving,LONG,46
156974,Dennis Pitta,TE,BYU,Mountain West,receiving,REC,83
156974,Dennis Pitta,TE,BYU,Mountain West,receiving,TD,6
156974,Dennis Pitta,TE,BYU,Mountain West,receiving,YDS,1083
156974,Dennis Pitta,TE,BYU,Mountain West,receiving,YPR,13.0
158393,Terrance Williams,TE,San José State,Western Athletic,receiving,LONG,53
158393,Terrance Williams,TE,San José State,Western Athletic,receiving,REC,22
158393,Terrance Williams,TE,San José State,Western Athletic,receiving,TD,2
158393,Terrance Williams,TE,San José State,Western Athletic,receiving,YDS,288
158393,Terrance Williams,TE,San José State,Western Athletic,receiving,YPR,13.1
159665,Willie Young,DE,NC State,ACC,interceptions,AVG,0.0
159665,Willie Young,DE,NC State,ACC,interceptions,INT,1
159665,Willie Young,DE,NC State,ACC,interceptions,TD,0
159665,Willie Young,DE,NC State,ACC,interceptions,YDS,0
160307,Max Hall,QB,BYU,Mountain West,passing,ATT,478
160307,Max Hall,QB,BYU,Mountain West,passing,COMPLETIONS,330
160307,Max Hall,QB,BYU,Mountain West,passing,INT,14
160307,Max Hall,QB,BYU,Mountain West,passing,PCT,0.690
160307,Max Hall,QB,BYU,Mountain West,passing,TD,35
160307,Max Hall,QB,BYU,Mountain West,passing,YDS,3957
160307,Max Hall,QB,BYU,Mountain West,passing,YPA,8.3
160307,Max Hall,QB,BYU,Mountain West,rushing,CAR,66
160307,Max Hall,QB,BYU,Mountain West,rushing,LONG,31
160307,Max Hall,QB,BYU,Mountain West,rushing,TD,4
160307,Max Hall,QB,BYU,Mountain West,rushing,YDS,110
160307,Max Hall,QB,BYU,Mountain West,rushing,YPC,1.7
160327,Robert Henson,DT,TCU,Mountain West,interceptions,AVG,0.5
160327,Robert Henson,DT,TCU,Mountain West,interceptions,INT,2
160327,Robert Henson,DT,TCU,Mountain West,interceptions,TD,0
160327,Robert Henson,DT,TCU,Mountain West,interceptions,YDS,1
161040,Torri Williams,S,Purdue,Big Ten,interceptions,AVG,14.5
161040,Torri Williams,S,Purdue,Big Ten,interceptions,INT,2
161040,Torri Williams,S,Purdue,Big Ten,interceptions,TD,0
161040,Torri Williams,S,Purdue,Big Ten,interceptions,YDS,29
161305,Trevard Lindley,CB,Kentucky,SEC,interceptions,AVG,13.8
161305,Trevard Lindley,CB,Kentucky,SEC,interceptions,INT,4
